"movie","chapter","character","dialog"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","Thanks, Ron."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Why are we stopping? We can't be there yet."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","What's going on?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","I don't know. Maybe we've broken down."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Ouch, Ron. That was my foot."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","There's something moving out there. I think... someone's coming aboard."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Bloody hell! What's happening?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Harry. Harry, are you all right?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","Thank you."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Remus Lupin","Here, eat this. It'll help. It's all right. It's chocolate."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","What was that thing that came?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Remus Lupin","It was a dementor. One of the guards of Azkaban. It's gone now. It was searching the train for Sirius Black. If you'll excuse me, I need to have a little word with the driver. Eat. You'll feel better."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","What happened to me?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Well, you sort of went rigid. We thought maybe you were having a fit or something."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","And did either of you two... you know... pass out?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","No. I felt weird, though. Like I'd never be cheerful again."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","But someone was screaming. A woman."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","No one was screaming, Harry."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Albus Dumbledore","Welcome! Welcome to another year at Hogwarts! Now, I'd like to say a few words... before we all become too befuddled by our excellent feast. First, I'm pleased to welcome Professor R.J. Lupin... who's kindly consented to fill the post... of Defense Against the Dark Arts teacher. Good luck, Professor."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Hermione Granger","Of course. That's why he knew to give you the chocolate, Harry."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Draco Malfoy","Potter. Is it true you fainted? I mean, you actually fainted?"
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Ron Weasley","Shove off, Malfoy."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Harry Potter","How did he find out?"
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Hermione Granger","Just forget it."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Albus Dumbledore","Our Care of Magical Creatures teacher... has decided to retire... in order to spend more time with his remaining limbs. Fortunately, I'm delighted to announce... that his place will be taken by none other... than our own Rubeus Hagrid. Finally, on a more disquieting note... at the request of the Ministry of Magic... Hogwarts will, until further notice, play host to the dementors of Azkaban... until such a time as Sirius Black is captured. The dementors will be stationed at every entrance to the grounds. Now whilst I've been assured... that their presence will not disrupt our day-to-day activities... a word of caution. Dementors are vicious creatures. They'll not distinguish... between the one they hunt and the one who gets in their way. Therefore, I must warn each and every one of you... to give them no reason to harm you. It is not in the nature of a dementor to be forgiving. But you know, happiness can be found... even in the darkest of times... if one only remembers to turn on the light."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Seamus Finnigan","Fortuna Major. Here, listen. She just won't let me in. Fortuna Major."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","The Fat Lady","No, no, no. Wait, wait. Watch this. Oh, amazing! Just with my voice."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Harry Potter","Fortuna Major."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","The Fat Lady","Yes, all right. Go in."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Harry Potter","Thank you."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Harry Potter","She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Seamus Finnigan","She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Ron Weasley",". Green. That's a monkey. What is that? You call that a monkey? Do not give him one again. Hey, Neville, try an elephant."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Seamus Finnigan","Ron, catch."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Ron Weasley","I will."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Seamus Finnigan","I think we have a winner."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Ron Weasley","Oh, don't try one of them. Oh, no. Look at him. His face."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","Welcome, my children. In this room, you shall explore the noble art of Divination. In this room, you shall discover if you possess the Sight. Hello. I am Professor Trelawney. Together we shall cast ourselves into the future. This term, we'll focus on Tasseomancy, the art of reading tea leaves. So please, take the cup of the person sitting opposite you. What do you see? The truth lies buried like a sentence deep within a book, waiting to be read. But first, you must broaden your minds. First, you must look beyond."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","What a load of rubbish."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Where did you come from?"
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","Me? I've been here all this time."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","You, boy... Is your grandmother quite well?"
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Neville Longbottom","I think so."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","I wouldn't be so sure of that. Give me the cup. Pity. Broaden your minds. Your aura is pulsing, dear. Are you in the beyond? I think you are."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Sure."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","Look at the cup. Tell me what you see."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Oh, yeah. Um... Well, Harry's got sort of a wonky cross. That's trials and suffering. And that there could be the sun and that's happiness. So... you're gonna suffer, but you're gonna be... happy about it."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","Give me the cup. Oh, my dear boy. My dear... you have the Grim."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Other","The Grin? What's the Grin? Not the Grin, you idiot. The Grim. Taking form of a giant spectral dog. It's among the darkest omens in our world. It's an omen... of death."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","You don't think that Grim thing's got anything to do with Sirius Black?"
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","Oh, honestly, Ron. If you ask me, Divination's a woolly discipline. Now, Ancient Runes, that's a fascinating subject."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Ancient Runes? Exactly how many classes are you taking?"
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","A fair few."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Hang on. That's not possible. Ancient Runes is in the same time as Divination. You have to be in two classes at once."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","Don't be silly Ron. How could anyone be in two classes at once? Broaden your minds. Use your Inner Eye to see the future!."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","That's it. Come on, now. Come closer. Less talking, if you don't mind. I got a real treat for you today. A great lesson. So follow me. Right, you lot. Less chattering. Form a group over there. And open your books to page 49."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","Exactly how do we do that?"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Just stroke the spine, of course. Goodness me."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","Don't be such a wimp, Longbottom."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Neville Longbottom","I'm okay. Okay."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Hermione Granger","I think they're funny."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","Oh, yeah. Terribly funny. Really Witty. God, this place has gone to the dogs. Wait until Father hears Dumbledore's got this oaf teaching classes."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Harry Potter","Shut up, Malfoy."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","D-Dementor! Dementor!"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Hermione Granger","Just ignore him."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Ron Weasley","You're supposed to stroke it."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Neville Longbottom","Yeah."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Isn't he beautiful? Say hello to Buckbeak."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Ron Weasley","Hagrid, exactly what is that?"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","That, Ron, is a hippogriff. First thing you wanna know about hippogriffs is that they're very proud creatures. Very easily offended. You do not want to insult a hippogriff. It may just be the last thing you ever do. Now, who'd like to come and say hello? Well done, Harry. Well done. Come on now. Now... you have to let him make the first move. It's only polite. So... step up. Give him a nice bow. Then you wait and see if he bows back. If he does, you can go and touch him. If not... Well, we'll get to that later. Just make your bow. Nice and low. Back off, Harry. Back off. Keep still. Keep still. Well done, Harry. Well done. Here, you big brute, you. Right. I think you can go and pat him now. Go on. Don't be shy. Nice and slow, now. Nice and slow. Slow. Not so fast, Harry. Slow down, Harry. That's it... Nice and slow. Now let him come to you. Slowly, now, slowly, slowly... That's it... Yes! Well done! Well done, Harry, well done! I think he may let you ride him now."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Harry Potter","What?"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Come on."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Harry Potter","Hey, hey, hey!"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Put you over here, just behind the wing joint. Don't pull out any of his feathers, because he won't thank you for that. Well done, Harry, and well done, Buckbeak."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Ron Weasley","That was wicked, Harry!"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","Oh, please."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Well done, well done. How am I doing me first day?"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Harry Potter","Brilliant, professor."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","Yes you're not dangerous at all, are you, you great ugly brute!"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Malfoy, no... No! Buckbeak! Whoa, whoa, whoa... Whoa! Buckbeak! Away, you silly creature!"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","It's killed me! It's killed me!"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Calm down! It's just a scratch!"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Hermione Granger","Hagrid! He has to be taken to the hospital."
